iter	MultiClass
487	0.220075833
488	0.219799891
489	0.2196294906
490	0.2193772716
491	0.2190112166
492	0.2187948567
493	0.2184878533
494	0.2182183064
495	0.2178365066
496	0.2175426623
497	0.2172429837
498	0.2168119705
499	0.2164074668
500	0.2160140365
501	0.215571721
502	0.2153820976
503	0.2149494778
504	0.2142776359
505	0.2139685447
506	0.2136332627
507	0.2132882311
508	0.2129114459
509	0.2126104097
510	0.2123281639
511	0.2117830583
512	0.2112976196
513	0.2111003464
514	0.2108606437
515	0.2103610918
516	0.2100001031
517	0.2097654235
518	0.2094925047
519	0.2093146209
520	0.2091812277
521	0.2089195775
522	0.2086301367
523	0.2082878208
524	0.2078562908
525	0.2075382554
526	0.2071062908
527	0.2067561989
528	0.206549815
529	0.206162004
530	0.2059532473
531	0.205641413
532	0.2055034744
533	0.2051522091
534	0.2049040065
535	0.2045628176
536	0.2042923681
537	0.2039053334
538	0.2037183305
539	0.2034452357
540	0.203248276
541	0.2028936568
542	0.202535205
543	0.2022986211
544	0.2021522469
545	0.2019073181
546	0.2016343236
547	0.2013988623
548	0.2012136442
549	0.2008980102
550	0.200819118
551	0.2005979982
552	0.2002771399
553	0.2000028975
554	0.199726038
555	0.1994531312
556	0.1992041308
557	0.1988823043
558	0.1985924027
559	0.1982817834
560	0.1979848406
561	0.1977715554
562	0.1973079885
563	0.1970516031
564	0.1968647791
565	0.1966056283
566	0.1963177248
567	0.1961495626
568	0.195950127
569	0.1956920873
570	0.1954953448
571	0.1952385236
572	0.1948921407
573	0.1944010323
574	0.1941118883
575	0.1939338188
576	0.1936291371
577	0.1931378779
578	0.1927591397
579	0.1924531673
580	0.1921158505
581	0.1920064129
582	0.1918476358
583	0.1916416689
584	0.1913398655
585	0.1911982066
586	0.1910452775
587	0.1908212668
588	0.190492413
589	0.1903416893
590	0.1900803107
591	0.1898904647
592	0.189603108
593	0.1893354169
594	0.1891381491
595	0.1886656395
596	0.1885295481
597	0.1879305893
598	0.187651614
599	0.187488879
600	0.1872812155
601	0.1870029343
602	0.1867172528
603	0.1864652548
604	0.1861555356
605	0.1859099233
606	0.1854902986
607	0.1851445086
608	0.1849138151
609	0.184763555
610	0.1843248924
611	0.1840898858
612	0.1839308386
613	0.183648447
614	0.1834005065
615	0.1832689722
616	0.1829159437
617	0.1826657544
618	0.1824546283
619	0.1822137394
620	0.1818967226
621	0.1815381088
622	0.1812436726
623	0.1809448897
624	0.180757344
625	0.1805792923
626	0.1804828334
627	0.1803495167
628	0.1802570296
629	0.1799461091
630	0.1797153971
631	0.1794767134
632	0.1791121422
633	0.1789138685
634	0.1785473934
635	0.1782821814
636	0.1781089026
637	0.1779400249
638	0.1777891294
639	0.1775208814
640	0.1773027593
641	0.1769781272
642	0.1766680504
643	0.1762538628
644	0.176021357
645	0.1758566373
646	0.175624671
647	0.1754644643
648	0.1752287989
649	0.1751001925
650	0.1749230715
651	0.1746994988
652	0.1744490444
653	0.1743229028
654	0.1740540265
655	0.1739069779
656	0.1736585637
657	0.1734827481
658	0.1732323282
659	0.1730432555
660	0.1729201773
661	0.1725244301
662	0.172309017
663	0.172028176
664	0.171843254
665	0.1717108201
666	0.1714393162
667	0.1712626353
668	0.1710225309
669	0.1707239853
670	0.1704040874
671	0.1701126992
672	0.1699043719
673	0.1695950968
674	0.1693569714
675	0.1691741455
676	0.168907127
677	0.1686495325
678	0.1684344957
679	0.1683197908
680	0.1681266017
681	0.1679720854
682	0.1677154263
683	0.1674478324
684	0.1672705583
685	0.1668730164
686	0.166709176
687	0.1665115178
688	0.1663009485
689	0.1660978292
690	0.1657447829
691	0.1655772763
692	0.1654143241
693	0.1653117538
694	0.1650938496
695	0.1649305549
696	0.164390946
697	0.1642183958
698	0.1639676618
699	0.1638153514
700	0.1635565393
701	0.1632861606
702	0.163020709
703	0.162820176
704	0.1626683425
705	0.1624862613
706	0.1622023753
707	0.1620085445
708	0.1616528528
709	0.1613439434
710	0.1611371103
711	0.1608497315
712	0.160675927
713	0.1605134597
714	0.160194879
715	0.1599975442
716	0.1597785137
717	0.1591467945
718	0.1588521196
719	0.1586651063
720	0.1585191648
721	0.1583199715
722	0.1581453074
723	0.1578876761
724	0.1577260364
725	0.1575707313
726	0.1574129607
727	0.1570504506
728	0.1569563901
729	0.1568867188
730	0.1567325837
731	0.1565602486
732	0.1562488921
733	0.1560636265
734	0.1558359972
735	0.15571193
736	0.1555019042
737	0.1552624843
738	0.1550982805
739	0.1548778946
740	0.1545647593
741	0.1543447745
742	0.1540767389
743	0.1537695417
744	0.1535788772
745	0.1533303716
746	0.1531251647
747	0.1529767709
748	0.1528433787
749	0.1527148144
750	0.1525652503
751	0.1524408848
752	0.1521686585
753	0.1520260588
754	0.1518082188
755	0.1516982172
756	0.1515563204
757	0.151399246
758	0.1512834519
759	0.1510414823
760	0.1508720926
761	0.1506820819
762	0.1505261525
763	0.150294843
764	0.1501626466
765	0.1499603016
766	0.1497565458
767	0.1494907721
768	0.149364962
769	0.1491657979
770	0.1489201669
771	0.1487954134
772	0.1486689445
773	0.1484215343
774	0.1482965065
775	0.1479534458
776	0.1477047411
777	0.1474302398
778	0.1473224466
779	0.1470344047
780	0.1468686648
781	0.1465959204
782	0.1464570568
783	0.146315804
784	0.1460795864
785	0.1459231714
786	0.1455162711
787	0.145399913
788	0.1452539247
789	0.1450709138
790	0.1448221827
791	0.144664572
792	0.1444232455
793	0.1442520061
794	0.1441265567
795	0.1439340153
796	0.1437365615
797	0.143597159
798	0.1434841664
799	0.1433303384
800	0.1430941353
801	0.1428661768
802	0.1427042922
803	0.1424198078
804	0.1422204788
805	0.1420030557
806	0.1418748263
807	0.1417472158
808	0.1415827531
809	0.1414404221
810	0.1413350982
811	0.1411825859
812	0.1410190998
813	0.1408119648
814	0.14062096
815	0.1403992353
816	0.1402689499
817	0.140118034
818	0.1399196531
819	0.1397606069
820	0.1395688487
821	0.1394384553
822	0.1392497062
823	0.1391005648
824	0.1388940917
825	0.1387567382
826	0.1385395721
827	0.1384532565
828	0.1383145732
829	0.1381291677
830	0.1379868693
831	0.1379127314
832	0.1378205238
833	0.1375763123
834	0.137337968
835	0.1372155217
836	0.1371143003
837	0.1369901183
838	0.1368669878
839	0.1366530527
840	0.1365264022
841	0.1363835021
842	0.1362088741
843	0.1360378479
844	0.1358891214
845	0.1357980024
846	0.1356978526
847	0.135608566
848	0.1354857317
849	0.1353344796
850	0.1351815889
851	0.1350882897
852	0.1349854426
853	0.1347636012
854	0.1346821808
855	0.1345344774
856	0.1344232553
857	0.134292935
858	0.1340939855
859	0.1340125195
860	0.1338179488
861	0.1334620187
862	0.1332662742
863	0.1331515778
864	0.1330443995
865	0.1329376922
866	0.1327326929
867	0.1325213799
868	0.132371752
869	0.132250797
870	0.1321102286
871	0.1319999411
872	0.131910958
873	0.131814867
874	0.131735803
875	0.1315659866
876	0.1313996576
877	0.1312234791
878	0.1309846361
879	0.1308872293
880	0.1307501768
881	0.1306091405
882	0.1304979012
883	0.1302700055
884	0.130094459
885	0.1300078221
886	0.1299071295
887	0.1298014819
888	0.1296664309
889	0.1295257582
890	0.1293559856
891	0.1291332151
892	0.1289111496
893	0.1287407518
894	0.1286396979
895	0.1285198853
896	0.1283921585
897	0.1283086654
898	0.1282132775
899	0.1281081909
900	0.127958862
901	0.1278241086
902	0.1276742552
903	0.127510586
904	0.1274063541
905	0.1273058639
906	0.1271556865
907	0.1270564803
908	0.1268239712
909	0.1266988025
910	0.1265978095
911	0.1264446362
912	0.1263343188
913	0.1262757957
914	0.1261227971
915	0.1259416365
916	0.1257788807
917	0.1256207703
918	0.1255312822
919	0.1254339168
920	0.1253454944
921	0.1252082921
922	0.1250802112
923	0.1249693554
924	0.1248902053
925	0.1248009569
926	0.1246930393
927	0.1245842192
928	0.1243357303
929	0.1242267566
930	0.1240330233
931	0.1238929502
932	0.1237544753
933	0.1236512578
934	0.1235709167
935	0.1233694324
936	0.1232899269
937	0.1231594144
938	0.1230967799
939	0.122998013
940	0.1228652431
941	0.1226814291
942	0.1224806981
943	0.1223674472
944	0.1222327657
945	0.1220766707
946	0.1218991468
947	0.1217765203
948	0.1216882185
949	0.1213414299
950	0.1211768765
951	0.1210486174
952	0.1209099229
953	0.1208666291
954	0.1207641588
955	0.1206076189
956	0.1204195495
957	0.1203157929
958	0.1202126981
959	0.1200621345
960	0.1199498619
961	0.1198049899
962	0.1196391238
963	0.1195277546
964	0.1194195341
965	0.1192944973
966	0.1190573212
967	0.1189396743
968	0.1187564862
969	0.1187022002
970	0.1186069181
971	0.1184432173
972	0.1183921919
973	0.1182918095
974	0.1181859115
975	0.1179307338
976	0.1178179785
977	0.1177099502
978	0.1175874966
979	0.1175187144
980	0.1173650263
981	0.1172762864
982	0.1172192149
983	0.1171714649
984	0.1170777559
985	0.1169567061
986	0.1168996856
987	0.1167588055
988	0.1166458923
989	0.1165323316
990	0.1164477548
991	0.1162948249
992	0.1161820468
993	0.1160970807
994	0.1160152325
995	0.115967103
996	0.115815274
997	0.11573055
998	0.1156259586
999	0.1155095104
